5,12
177,12
359,15
80,16
252,16
465,323
217,490
45,495
454,513
303,525
45,531
131,565
465,567
228,589
45,595
131,607
303,628
465,630
217,648
131,654
389,666
464,681
34,700
303,703
217,722
292,741
45,757
217,765
487,782
378,799
44,802
303,811
217,817
440,819
249,829
131,836
3,846
390,851
455,860
316,867
125,886
16,903
425,908
258,917
308,918
37,939
107,939
3,946
401,959
205,963
490,964
134,970
347,993
70,997
298,997
456,1016
199,1018
20,1024
331,1024
390,1024
