106973312,602,0
106988642,602,0
106992783,602,0
107017225,602,0
107025532,602,0
107037703,602,0
107067519,602,0
107067534,602,0
107079686,602,0
107095132,602,0
107095147,602,0
106996771,5709,0
106996783,5709,0
107005008,5709,0
107017367,5709,0
107038761,5709,0
107102359,5709,0
106961012,6543,0
106996759,6543,0
107020367,6543,0
107029583,6543,0
107048967,6543,0
107066443,6543,0
107066480,6543,0
107123732,6543,0
106964110,9912,0
106973327,9912,0
106991759,9912,0
107017238,9912,0
107066514,9912,0
107080723,9912,0
107099152,9912,0
107103375,9912,0
108025934,489,0
108025940,489,0
108045356,489,0
108050444,489,0
108062760,489,0
108065807,489,0
108065906,489,0
108065914,489,0
108086392,489,0
108107889,489,0
108128375,489,0
108129295,489,0
108149853,489,0
108045431,9590,0
108050565,9590,0
108065818,9590,0
108086300,9590,0
108097670,9590,0
108115012,9590,0
108117112,9590,0
108128286,9590,0
108129305,9590,0
108147817,9590,0
108161107,9590,0
108161171,9590,0
108168345,9590,0
108178577,9590,0
110137449,2309,0
110142471,2309,0
110163065,2309,0
110184525,2309,0
110213227,2309,0
110226551,2309,0
110246008,2309,0
110249043,2309,0
111167596,225,0
111211594,225,0
111217692,225,0
111232073,225,0
111274057,225,0
111318056,225,0
111196251,3518,0
111199278,3518,0
111243359,3518,0
111259796,3518,0
112204842,7720,0
112204869,7720,0
112205948,7720,0
112205954,7720,0
112205961,7720,0
112205968,7720,0
112214098,7720,0
112244781,7720,0
112277632,7720,0
112310335,7720,0
112322694,7720,0
112322708,7720,0
112337029,7720,0
112205837,8010,0
112205858,8010,0
112205870,8010,0
112205877,8010,0
112205888,8010,0
112205902,8010,0
112205920,8010,0
112205929,8010,0
112205938,8010,0
112205947,8010,0
112205960,8010,0
112205966,8010,0
112205974,8010,0
112214045,8010,0
112214125,8010,0
112229400,8010,0
112229425,8010,0
112229452,8010,0
112229458,8010,0
112229481,8010,0
112229500,8010,0
112260180,8010,0
112322566,8010,0
112324629,8010,0
112338958,8010,0
112343150,8010,0
112372760,8010,0
112376945,8010,0
112387146,8010,0
112388102,8010,0
112221249,9828,0
112221256,9828,0
112260178,9828,0
112260202,9828,0
112281682,9828,0
112302164,9828,0
112323687,9828,0
112342116,9828,0
113264765,47,0
113292318,47,0
113293455,47,0
113329176,47,0
113345562,47,0
113416244,47,0
113426485,47,0
113293422,3499,0
113296449,3499,0
113340530,3499,0
113354771,3499,0
113356811,3499,0
113293411,3510,0
113296438,3510,0
113340519,3510,0
113354760,3510,0
113276941,3666,0
113302646,3666,0
113261575,4537,0
113330326,4537,0
113254453,4982,0
113254465,4982,0
