"42_046. Meghan Trainor - NO_clean_sample1.wav",160,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,1,2,1,2,2,1,2,1,1,1,1,3,1,1,1,0,1,1,0,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1
"37_063. Bastille - Pompeii (Official Music Video)_clean_sample2.wav",140,1,1,1,1,1,1,1,1,1,1,2,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,2,2,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,3,1
"53_102. What_clean_sample1.wav",165,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,0,1,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"47_020. Warriors (ft. Imagine Dragons)  Worlds 2014 - League of Legends_clean_sample2.wav",158,1,2,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,0,2,1,1,1,1,4,1,1,1,1,3,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,0,1,1,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,4,1,1,2
"61_045. The Black Eyed Peas - I Gotta Feeling (Official Music Video)_clean_sample1.wav",157,1,2,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,2,1,1,1,1,1,2,1,4,1,1,2,2,1,0,1,2,0,1,1,3,1,2,4,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,1,1,1,2,2,2,1,1,1,1,3,1,1,1,1
"92_025. Fall Out Boy - Immortals (From Big Hero 6)_clean_sample1.wav",153,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
"87_079. twenty one pilots Heathens (from Suicide Squad The Album) [OFFICIAL VIDEO]_clean_sample1.wav",153,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,0,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,3,2,1,1,1
"70_You and Me_clean_sample2.wav",148,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,3,1,1,2,1,0,1,1,1,1,0,1,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,2
"60_057. Get Off The Phone Song_clean_sample1.wav",150,1,1,1,3,2,1,1,1,1,1,1,2,3,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"30_Cannibal_clean_sample2.wav",145,1,2,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
